"","Selected","lon","lat","parasit_yes","parasit","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"43","EE19_CB86712",24.533106,58.384923,0,0,6.02500009536743,6.54999971389771,22.3549480438232,8.25110168457031,21.6000003814697,-7.69999980926514,29.2999992370605,6.53333330154419,-0.499999940395355,16.4833335876465,-3.70000004768372,693,81,31,31.2774505615234,229,106,206,144
"44","ES04_108002",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"45","ES04_108009",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"46","ES04_108010",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"47","ES04_108011",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"48","ES04_108013",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"49","ES04_108015",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"50","ES04_108016",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"51","ES04_108018",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"52","ES04_108019",0.79174,40.734138,1,21.1,16.6958332061768,8.84166622161865,38.779239654541,5.2754345703125,28.5,5.69999980926514,22.7999992370605,17.8166675567627,23.2333335876465,23.4166660308838,10.5666666030884,590,93,14,44.9024848937988,243,85,135,118
"53","FI18_HA70276",22.49918,60.41889,0,0,5.07499980926514,8.10000038146973,25.8785934448242,8.14525817871094,21.6000003814697,-9.69999980926514,31.2999992370605,14.1166667938232,3.70000004768372,15.5,-4.53333330154419,660,78,33,29.7738075256348,219,110,203,144
"54","FI18_HA70277",22.49918,60.41889,0,0,5.07499980926514,8.10000038146973,25.8785934448242,8.14525817871094,21.6000003814697,-9.69999980926514,31.2999992370605,14.1166667938232,3.70000004768372,15.5,-4.53333330154419,660,78,33,29.7738075256348,219,110,203,144
"55","FI18_HA70274",22.49918,60.41889,0,0,5.07499980926514,8.10000038146973,25.8785934448242,8.14525817871094,21.6000003814697,-9.69999980926514,31.2999992370605,14.1166667938232,3.70000004768372,15.5,-4.53333330154419,660,78,33,29.7738075256348,219,110,203,144
"56","FI18_HA70275",22.49918,60.41889,0,0,5.07499980926514,8.10000038146973,25.8785934448242,8.14525817871094,21.6000003814697,-9.69999980926514,31.2999992370605,14.1166667938232,3.70000004768372,15.5,-4.53333330154419,660,78,33,29.7738075256348,219,110,203,144
